feed_start_date,feed_end_date,feed_version,archive_url,archive_note
20240508,20240513,"Spring 2024, 2024-05-15T17:52:02+00:00, version D",https://cdn.mbtace.com/archive/20240508.zip,
20240507,20240507,"Spring 2024, 2024-05-14T19:29:52+00:00, version D",https://cdn.mbtace.com/archive/20240507.zip,chore: run Bridgewater/Middleburough shuttles May 18; tmp: activate suspention
20240503,20240506,"Spring 2024, 2024-05-10T21:16:19+00:00, version D",https://cdn.mbtace.com/archive/20240503.zip,"tweak: Some small fixes/improvements for shuttle activation/import scripts; shuttle OL North Station-Oak Grove 2024-05-17; Simplify deactivate_on param for 1-day service replacements; Update HASTUS export reference to new, convention-adhering name; Add missing trip_route_direction entries; Add ""on"" description code; Fix last trip times--12 -> 24; Fix weekday shuttle start times ~5:30 -> 20:30; fix: Formatting; Revert changes to shuttle_import stop_headers list"
20240425,20240502,"Spring 2024, 2024-05-02T15:39:12+00:00, version D",https://cdn.mbtace.com/archive/20240425.zip,
20240418,20240424,"Spring 2024, 2024-04-25T20:43:50+00:00, version D",https://cdn.mbtace.com/archive/20240418.zip,
20240416,20240417,"Spring 2024, 2024-04-23T19:58:43+00:00, version D",https://cdn.mbtace.com/archive/20240416.zip,
20240412,20240415,"Spring 2024, 2024-04-19T17:47:28+00:00, version D",https://cdn.mbtace.com/archive/20240412.zip,feat: shuttle Bridgewater-Lakeville 4/27-5/5/24; feat: trip_short_names
20240409,20240411,"Spring 2024, 2024-04-16T22:42:19+00:00, version D",https://cdn.mbtace.com/archive/20240409.zip,
20240405,20240408,"Spring 2024, 2024-04-12T21:46:12+00:00, version D",https://cdn.mbtace.com/archive/20240405.zip,
20240402,20240404,"Spring 2024, 2024-04-09T16:03:55+00:00, version D",https://cdn.mbtace.com/archive/20240402.zip,
20240329,20240401,"Spring 2024, 2024-04-05T19:32:20+00:00, version D",https://cdn.mbtace.com/archive/20240329.zip,
20240327,20240328,"Spring 2024, 2024-04-03T19:12:34+00:00, version D",https://cdn.mbtace.com/archive/20240327.zip,
20240321,20240326,"Spring 2024, 2024-03-28T20:55:48+00:00, version D",https://cdn.mbtace.com/archive/20240321.zip,
20240319,20240320,"Spring 2024, 2024-03-26T19:58:48+00:00, version D",https://cdn.mbtace.com/archive/20240319.zip,* chore: add new rating exports; * chore: add patches to new hastus rating; * chore: update feed info; * chore: update calendar attributes; * chore: update cr rating end date; * chore: update trip headsigns; * chore: update boat ratings; * chore: update validations for ferry trips; * chore: revert reduced schedules; * chore: add memorial day holiday
20240315,20240318,"Winter 2024, 2024-03-22T15:39:34+00:00, version D",https://cdn.mbtace.com/archive/20240315.zip,
20240313,20240314,"Winter 2024, 2024-03-20T20:13:35+00:00, version D",https://cdn.mbtace.com/archive/20240313.zip,
20240311,20240312,"Winter 2024, 2024-03-18T20:42:29+00:00, version D",https://cdn.mbtace.com/archive/20240311.zip,load modified RL schedule from HASTUS; RL Shuttles Broadway to Ashmont/North Quincy
20240307,20240310,"Winter 2024, 2024-03-14T15:46:34+00:00, version D",https://cdn.mbtace.com/archive/20240307.zip,
20240306,20240306,"Winter 2024, 2024-03-13T17:05:06+00:00, version D",https://cdn.mbtace.com/archive/20240306.zip,
20240304,20240305,"Winter 2024, 2024-03-11T18:13:04+00:00, version D",https://cdn.mbtace.com/archive/20240304.zip,
20240228,20240303,"Winter 2024, 2024-03-06T21:22:31+00:00, version D",https://cdn.mbtace.com/archive/20240228.zip,
20240226,20240227,"Winter 2024, 2024-03-04T22:02:50+00:00, version D",https://cdn.mbtace.com/archive/20240226.zip,
20240220,20240225,"Winter 2024, 2024-02-27T22:34:17+00:00, version D",https://cdn.mbtace.com/archive/20240220.zip,"#### Summary of changes; **Asana Ticket:** [ðŸš§ðŸŸ£ Worcester Line weekend work: Saturday March 2, Framingham to South Station](https://app.asana.com/0/584764604969369/1206300268878630/f); Adds shuttle shapes and disrupted trips and stop times for the Worcester line disruption on 2024-03-02.; #### Reviewer Checklist; - [ ] Meets ticket's acceptance criteria; - [ ] Tests were added for any new functionality; - [ ] [GTFS documentation](https://github.com/mbta/gtfs-documentation/) has a PR (if data is added/changed); - [ ] Relevant stakeholders are notified (if data is changed); - [ ] Changes are verified on schedule_viewer or PartnerDash"
20240215,20240219,"Winter 2024, 2024-02-22T22:13:26+00:00, version D",https://cdn.mbtace.com/archive/20240215.zip,
20240209,20240214,"Winter 2024, 2024-02-16T20:30:00+00:00, version D",https://cdn.mbtace.com/archive/20240209.zip,
20240208,20240208,"Winter 2024, 2024-02-15T20:17:59+00:00, version D",https://cdn.mbtace.com/archive/20240208.zip,
20240205,20240207,"Winter 2024, 2024-02-12T21:14:36+00:00, version D",https://cdn.mbtace.com/archive/20240205.zip,
20240202,20240204,"Winter 2024, 2024-02-09T19:11:01+00:00, version D",https://cdn.mbtace.com/archive/20240202.zip,
20240201,20240201,"Winter 2024, 2024-02-08T18:21:00+00:00, version D",https://cdn.mbtace.com/archive/20240201.zip,
20240127,20240131,"Winter 2024, 2024-02-03T02:07:36+00:00, version D",https://cdn.mbtace.com/archive/20240127.zip,
20240125,20240126,"Winter 2024, 2024-02-01T22:31:23+00:00, version D",https://cdn.mbtace.com/archive/20240125.zip,"wip: Lowell-North Station express and local shuttles, and suspension of; comment: steps for adding new route_id; temp: add LowellNorthStationSuspend for testing; wip: redo schedule with changes from RR Ops; wip: diversion reason includes dates for dotcom schedule picker; wip: revert temp disruption; fix: remove Lowell validator exception since suspension will be in Arrow; chore: validator expects Lowell suspension 2/10-2/11/24"
20240124,20240124,"Winter 2024, 2024-01-31T17:47:41+00:00, version D",https://cdn.mbtace.com/archive/20240124.zip,chore: update 'make validate' to be most commonly run validation (without ods); test: fix hastus pending stop and route changes tests by using a date in the future
20240111,20240123,"Winter 2024, 2024-01-18T23:20:04+00:00, version D",https://cdn.mbtace.com/archive/20240111.zip,
20240105,20240110,"Winter 2024, 2024-01-12T22:28:00+00:00, version D",https://cdn.mbtace.com/archive/20240105.zip,"Also updates the name of the project so it can be properly installed in the; venv, as required by Poetry 1.7: https://github.com/python-poetry/poetry/pull/8369"
20240103,20240104,"Winter 2024, 2024-01-10T20:49:01+00:00, version D",https://cdn.mbtace.com/archive/20240103.zip,
20240102,20240102,"Winter 2024, 2024-01-09T23:51:02+00:00, version D",https://cdn.mbtace.com/archive/20240102.zip,
20240101,20240101,"Winter 2024, 2024-01-08T23:07:00+00:00, version D",https://cdn.mbtace.com/archive/20240101.zip,
20231229,20231231,"Winter 2024, 2024-01-05T22:01:24+00:00, version D",https://cdn.mbtace.com/archive/20231229.zip,This reverts commit 898b3de15819cd197d11aaeaaeef01c730145a3e.
20231226,20231228,"Winter 2024, 2024-01-02T23:35:57+00:00, version D",https://cdn.mbtace.com/archive/20231226.zip,
20231221,20231225,"Winter 2024, 2023-12-28T22:00:45+00:00, version D",https://cdn.mbtace.com/archive/20231221.zip,chore: add ReplaceService for Jan 8 for CR-Franklin and CR-Providence; fix: add back all CR-Needham trips for multi-route-trips 633 and 635
20231215,20231220,"Winter 2024, 2023-12-22T20:36:54+00:00, version D",https://cdn.mbtace.com/archive/20231215.zip,
20231211,20231214,"Winter 2024, 2023-12-18T22:13:26+00:00, version D",https://cdn.mbtace.com/archive/20231211.zip,
20231208,20231210,"Winter 2024, 2023-12-15T23:31:17+00:00, version D",https://cdn.mbtace.com/archive/20231208.zip,**Asana Ticket:** [ðŸš§ ðŸŸ£ðŸˆ Patriots Sunday event train 12/17](https://app.asana.com/0/584764604969369/1205632395633027/f); Added the export along with a `ReplaceService` for `CR-Foxboro`.; - [ ] Meets ticket's acceptance criteria; - [ ] Tests were added for any new functionality; - [ ] [GTFS documentation](https://github.com/mbta/gtfs-documentation/) has a PR (if data is added/changed); - [ ] Relevant stakeholders are notified (if data is changed); - [ ] Changes are verified on schedule_viewer or PartnerDash
20231205,20231207,"Winter 2024, 2023-12-12T21:55:09+00:00, version D",https://cdn.mbtace.com/archive/20231205.zip,
20231203,20231204,"Winter 2024, 2023-12-10T19:12:21+00:00, version D",https://cdn.mbtace.com/archive/20231203.zip,
20231202,20231202,"Winter 2024, 2023-12-09T02:51:25+00:00, version D",https://cdn.mbtace.com/archive/20231202.zip,
20231130,20231201,"Fall 2023, 2023-12-07T22:35:17+00:00, version D",https://cdn.mbtace.com/archive/20231130.zip,
20231128,20231129,"Fall 2023, 2023-12-05T18:45:28+00:00, version D",https://cdn.mbtace.com/archive/20231128.zip,
20231127,20231127,"Fall 2023, 2023-12-04T21:09:26+00:00, version D",https://cdn.mbtace.com/archive/20231127.zip,
20231125,20231126,"Fall 2023, 2023-12-02T00:45:19+00:00, version D",https://cdn.mbtace.com/archive/20231125.zip,
20231116,20231124,"Fall 2023, 2023-11-23T01:21:12+00:00, version D",https://cdn.mbtace.com/archive/20231116.zip,
20231114,20231115,"Fall 2023, 2023-11-21T20:49:57+00:00, version D",https://cdn.mbtace.com/archive/20231114.zip,
20231110,20231113,"Fall 2023, 2023-11-17T22:02:16+00:00, version D",https://cdn.mbtace.com/archive/20231110.zip,
20231108,20231109,"Fall 2023, 2023-11-15T23:36:29+00:00, version D",https://cdn.mbtace.com/archive/20231108.zip,
20231102,20231107,"Fall 2023, 2023-11-09T20:01:49+00:00, version D",https://cdn.mbtace.com/archive/20231102.zip,
20231031,20231101,"Fall 2023, 2023-11-07T00:32:56+00:00, version D",https://cdn.mbtace.com/archive/20231031.zip,
20231027,20231030,"Fall 2023, 2023-11-03T19:18:06+00:00, version D",https://cdn.mbtace.com/archive/20231027.zip,
20231020,20231026,"Fall 2023, 2023-10-27T21:08:29+00:00, version D",https://cdn.mbtace.com/archive/20231020.zip,
20231011,20231019,"Fall 2023, 2023-10-18T22:53:55+00:00, version D",https://cdn.mbtace.com/archive/20231011.zip,
20231004,20231010,"Fall 2023, 2023-10-11T16:33:07+00:00, version D",https://cdn.mbtace.com/archive/20231004.zip,
20231003,20231003,"Fall 2023, 2023-10-10T21:34:03+00:00, version D",https://cdn.mbtace.com/archive/20231003.zip,
20230928,20231002,"Fall 2023, 2023-10-05T19:39:12+00:00, version D",https://cdn.mbtace.com/archive/20230928.zip,
20230922,20230927,"Fall 2023, 2023-09-29T22:07:08+00:00, version D",https://cdn.mbtace.com/archive/20230922.zip,
20230921,20230921,"Fall 2023, 2023-09-28T22:52:29+00:00, version D",https://cdn.mbtace.com/archive/20230921.zip,
20230914,20230920,"Fall 2023, 2023-09-21T17:56:44+00:00, version D",https://cdn.mbtace.com/archive/20230914.zip,chore: New Lynn - Swampscott schedule from Oct 2nd
20230912,20230913,"Fall 2023, 2023-09-19T17:19:43+00:00, version D",https://cdn.mbtace.com/archive/20230912.zip,
20230911,20230911,"Fall 2023, 2023-09-18T17:01:02+00:00, version D",https://cdn.mbtace.com/archive/20230911.zip,
20230908,20230910,"Fall 2023, 2023-09-15T20:27:57+00:00, version D",https://cdn.mbtace.com/archive/20230908.zip,
20230907,20230907,"Fall 2023, 2023-09-14T23:42:02+00:00, version D",https://cdn.mbtace.com/archive/20230907.zip,
20230906,20230906,"Fall 2023, 2023-09-13T21:33:10+00:00, version D",https://cdn.mbtace.com/archive/20230906.zip,
20230904,20230905,"Fall 2023, 2023-09-11T20:34:59+00:00, version D",https://cdn.mbtace.com/archive/20230904.zip,
20230901,20230903,"Fall 2023, 2023-09-08T19:56:18+00:00, version D",https://cdn.mbtace.com/archive/20230901.zip,
20230831,20230831,"Fall 2023, 2023-09-07T16:54:59+00:00, version D",https://cdn.mbtace.com/archive/20230831.zip,
20230830,20230830,"Fall 2023, 2023-09-06T22:58:42+00:00, version D",https://cdn.mbtace.com/archive/20230830.zip,feat: add NorthStationSwampscottExtended shuttle; add lynn closure exception dates; add route_pattern typicality override for haverhill
20230825,20230829,"Fall 2023, 2023-09-01T16:18:17+00:00, version D",https://cdn.mbtace.com/archive/20230825.zip,
20230824,20230824,"Fall 2023, 2023-08-31T22:54:19+00:00, version D",https://cdn.mbtace.com/archive/20230824.zip,chore: Update Lynn and Winthrop ferry schedules
20230822,20230823,"Fall 2023, 2023-08-29T22:49:46+00:00, version D",https://cdn.mbtace.com/archive/20230822.zip,
20230819,20230821,"Fall 2023, 2023-08-26T16:45:17+00:00, version D",https://cdn.mbtace.com/archive/20230819.zip,
20230817,20230818,"Fall 2023, 2023-08-24T22:58:28+00:00, version D",https://cdn.mbtace.com/archive/20230817.zip,chore: extend summer disruptions into fall rating
20230815,20230816,"Fall 2023, 2023-08-22T00:48:07+00:00, version D",https://cdn.mbtace.com/archive/20230815.zip,chore: Fall 2023 rating
20230810,20230814,"Summer 2023, 2023-08-17T14:12:48+00:00, version D",https://cdn.mbtace.com/archive/20230810.zip,
20230804,20230809,"Summer 2023, 2023-08-11T14:53:30+00:00, version D",https://cdn.mbtace.com/archive/20230804.zip,
20230728,20230803,"Summer 2023, 2023-08-04T23:14:16+00:00, version D",https://cdn.mbtace.com/archive/20230728.zip,
20230727,20230727,"Summer 2023, 2023-08-03T21:53:42+00:00, version D",https://cdn.mbtace.com/archive/20230727.zip,
20230721,20230726,"Summer 2023, 2023-07-28T17:17:53+00:00, version D",https://cdn.mbtace.com/archive/20230721.zip,
20230713,20230720,"Summer 2023, 2023-07-20T20:11:21+00:00, version D",https://cdn.mbtace.com/archive/20230713.zip,
20230712,20230712,"Summer 2023, 2023-07-19T19:29:11+00:00, version D",https://cdn.mbtace.com/archive/20230712.zip,Chore: change ER-0046 stop ID
20230707,20230711,"Summer 2023, 2023-07-14T17:44:52+00:00, version D",https://cdn.mbtace.com/archive/20230707.zip,chore: Braintreeâ€“Quincy Center shuttle changes
20230705,20230706,"Summer 2023, 2023-07-12T22:45:57+00:00, version D",https://cdn.mbtace.com/archive/20230705.zip,
20230703,20230704,"Summer 2023, 2023-07-10T20:39:56+00:00, version D",https://cdn.mbtace.com/archive/20230703.zip,
20230701,20230702,"Summer 2023, 2023-07-08T15:26:29+00:00, version D",https://cdn.mbtace.com/archive/20230701.zip,
20230629,20230630,"Summer 2023, 2023-07-06T20:44:15+00:00, version D",https://cdn.mbtace.com/archive/20230629.zip,
20230627,20230628,"Summer 2023, 2023-07-04T23:31:02+00:00, version D",https://cdn.mbtace.com/archive/20230627.zip,"chore: Blue Line, Ferry, Bus fare changes for Sumner Tunnel"
20230623,20230626,"Summer 2023, 2023-06-30T21:17:25+00:00, version D",https://cdn.mbtace.com/archive/20230623.zip,
20230622,20230622,"Summer 2023, 2023-06-29T23:32:49+00:00, version D",https://cdn.mbtace.com/archive/20230622.zip,
20230620,20230621,"Summer 2023, 2023-06-27T18:24:45+00:00, version D",https://cdn.mbtace.com/archive/20230620.zip,
20230619,20230619,"Summer 2023, 2023-06-26T16:27:17+00:00, version D",https://cdn.mbtace.com/archive/20230619.zip,chore: Summer 2023 Rating
20230614,20230618,"Spring 2023, 2023-06-21T00:35:11+00:00, version D",https://cdn.mbtace.com/archive/20230614.zip,
20230609,20230613,"Spring 2023, 2023-06-16T21:20:49+00:00, version D",https://cdn.mbtace.com/archive/20230609.zip,
20230607,20230608,"Spring 2023, 2023-06-14T12:49:21+00:00, version D",https://cdn.mbtace.com/archive/20230607.zip,
20230602,20230606,"Spring 2023, 2023-06-09T00:08:40+00:00, version D",https://cdn.mbtace.com/archive/20230602.zip,
20230530,20230601,"Spring 2023, 2023-06-06T21:53:00+00:00, version D",https://cdn.mbtace.com/archive/20230530.zip,
20230526,20230529,"Spring 2023, 2023-06-02T18:16:09+00:00, version D",https://cdn.mbtace.com/archive/20230526.zip,
20230525,20230525,"Spring 2023, 2023-06-01T01:49:14+00:00, version D",https://cdn.mbtace.com/archive/20230525.zip,
20230523,20230524,"Spring 2023, 2023-05-30T23:25:44+00:00, version D",https://cdn.mbtace.com/archive/20230523.zip,
20230519,20230522,"Spring 2023, 2023-05-26T21:03:32+00:00, version D",https://cdn.mbtace.com/archive/20230519.zip,
20230512,20230518,"Spring 2023, 2023-05-19T19:36:10+00:00, version D",https://cdn.mbtace.com/archive/20230512.zip,
20230510,20230511,"Spring 2023, 2023-05-17T22:20:35+00:00, version D",https://cdn.mbtace.com/archive/20230510.zip,add canonical trips to gtfs creator output; add wheelchair_accessible and bikes_allowed columns to canonical input; re enable validators and skip block id validation for canonical trips; fix: ignore canonical w/ missing block_id; fix: canonical routes should always have a trip linked; fix: ignore missing short names for CR canonical trips; add additional digit in route_pattern_sort_order to help with ordering route patterns; don't shorten canonical service id; validate canonical trips don't have short name; move canonical sort digit to end of route_pattern_sort_order; update block_id validation for canonical trips; override sort order for multi branch routes for commuter rail; consolidate canonical trips/patterns; add branched route sort order validation; fix: Adjust CR canonical trips and shapes; set remaining patterns of a route to 2 after canonical pattern has been set to 1; validate canonical_route_pattern values
20230505,20230509,"Spring 2023, 2023-05-12T20:59:24+00:00, version D",https://cdn.mbtace.com/archive/20230505.zip,"chore: RL, CR weeknight shuttle cancellations, May 15-18"
20230504,20230504,"Spring 2023, 2023-05-11T16:38:58+00:00, version D",https://cdn.mbtace.com/archive/20230504.zip,
20230428,20230503,"Spring 2023, 2023-05-05T13:52:18+00:00, version D",https://cdn.mbtace.com/archive/20230428.zip,
20230425,20230427,"Spring 2023, 2023-05-02T16:43:35+00:00, version D",https://cdn.mbtace.com/archive/20230425.zip,
20230417,20230424,"Spring 2023, 2023-04-24T21:42:57+00:00, version D",https://cdn.mbtace.com/archive/20230417.zip,
20230414,20230416,"Spring 2023, 2023-04-21T22:17:30+00:00, version D",https://cdn.mbtace.com/archive/20230414.zip,
20230412,20230413,"Spring 2023, 2023-04-19T03:01:55+00:00, version D",https://cdn.mbtace.com/archive/20230412.zip,"Red Line JFK - Kendall shuttles, Weekends Apr 22-30"
20230409,20230411,"Spring 2023, 2023-04-16T15:34:06+00:00, version D",https://cdn.mbtace.com/archive/20230409.zip,"Red Line JFK - Kendall shuttles, Weekends Apr 22-30"
20230408,20230408,"Spring 2023, 2023-04-15T01:31:03+00:00, version D",https://cdn.mbtace.com/archive/20230408.zip,"Red Line JFK - Kendall shuttles, Weekends Apr 22-30"
20230406,20230407,"Spring 2023, 2023-04-13T19:56:09+00:00, version D",https://cdn.mbtace.com/archive/20230406.zip,
20230405,20230405,"Spring 2023, 2023-04-12T23:42:46+00:00, version D",https://cdn.mbtace.com/archive/20230405.zip,
20230404,20230404,"Spring 2023, 2023-04-11T21:45:36+00:00, version D",https://cdn.mbtace.com/archive/20230404.zip,
20230401,20230403,"Spring 2023, 2023-04-08T20:36:21+00:00, version D",https://cdn.mbtace.com/archive/20230401.zip,"Wonderland - Govt Center shuttles, April weeknights"
20230329,20230331,"Spring 2023, 2023-04-05T14:55:48+00:00, version D",https://cdn.mbtace.com/archive/20230329.zip,chore: fix alerts ui integration for prod deploys
20230327,20230328,"Spring 2023, 2023-04-03T20:35:04+00:00, version D",https://cdn.mbtace.com/archive/20230327.zip,
20230324,20230326,"Spring 2023, 2023-03-31T22:30:52+00:00, version D",https://cdn.mbtace.com/archive/20230324.zip,
20230322,20230323,"Spring 2023, 2023-03-29T22:00:28+00:00, version D",https://cdn.mbtace.com/archive/20230322.zip,
20230320,20230321,"Spring 2023, 2023-03-27T20:44:38+00:00, version D",https://cdn.mbtace.com/archive/20230320.zip,
20230316,20230319,"Spring 2023, 2023-03-23T18:01:41+00:00, version D",https://cdn.mbtace.com/archive/20230316.zip,
20230312,20230315,"Spring 2023, 2023-03-19T15:01:38+00:00, version D",https://cdn.mbtace.com/archive/20230312.zip,
20230310,20230311,"Spring 2023, 2023-03-17T22:51:15+00:00, version D",https://cdn.mbtace.com/archive/20230310.zip,
20230306,20230309,"Spring 2023, 2023-03-13T23:03:25+00:00, version D",https://cdn.mbtace.com/archive/20230306.zip,
20230303,20230305,"Spring 2023, 2023-03-10T23:21:37+00:00, version D",https://cdn.mbtace.com/archive/20230303.zip,
20230302,20230302,"Spring 2023, 2023-03-09T15:23:03+00:00, version D",https://cdn.mbtace.com/archive/20230302.zip,
20230227,20230301,"Spring 2023, 2023-03-06T23:15:39+00:00, version D",https://cdn.mbtace.com/archive/20230227.zip,fix: Rename to Kingston Line in Alerts UI
20230224,20230226,"Winter 2023, 2023-03-03T22:28:10+00:00, version D",https://cdn.mbtace.com/archive/20230224.zip,
20230221,20230223,"Winter 2023, 2023-02-28T20:41:12+00:00, version D",https://cdn.mbtace.com/archive/20230221.zip,
20230216,20230220,"Winter 2023, 2023-02-23T14:15:58+00:00, version D",https://cdn.mbtace.com/archive/20230216.zip,
20230203,20230215,"Winter 2023, 2023-02-10T23:40:14+00:00, version D",https://cdn.mbtace.com/archive/20230203.zip,
20230202,20230202,"Winter 2023, 2023-02-09T22:15:13+00:00, version D",https://cdn.mbtace.com/archive/20230202.zip,
20230131,20230201,"Winter 2023, 2023-02-07T22:51:26+00:00, version D",https://cdn.mbtace.com/archive/20230131.zip,
20230130,20230130,"Winter 2023, 2023-02-06T18:23:45+00:00, version D",https://cdn.mbtace.com/archive/20230130.zip,
20230128,20230129,"Winter 2023, 2023-02-04T23:22:58+00:00, version D",https://cdn.mbtace.com/archive/20230128.zip,Removes Haverhill-Reading february service changes
20230127,20230127,"Winter 2023, 2023-02-03T23:00:24+00:00, version D",https://cdn.mbtace.com/archive/20230127.zip,
20230125,20230126,"Winter 2023, 2023-02-01T21:58:20+00:00, version D",https://cdn.mbtace.com/archive/20230125.zip,
20230124,20230124,"Winter 2023, 2023-01-31T21:30:41+00:00, version D",https://cdn.mbtace.com/archive/20230124.zip,Haverhill Line shuttles Feb / Mar
20230117,20230123,"Winter 2023, 2023-01-24T19:50:21+00:00, version D",https://cdn.mbtace.com/archive/20230117.zip,
20230104,20230116,"Winter 2023, 2023-01-11T19:54:42+00:00, version D",https://cdn.mbtace.com/archive/20230104.zip,Fix dev environment alerts_ui step
20221229,20230103,"Winter 2023, 2023-01-05T00:13:26+00:00, version D",https://cdn.mbtace.com/archive/20221229.zip,
20221222,20221228,"Winter 2023, 2022-12-29T20:41:26+00:00, version D",https://cdn.mbtace.com/archive/20221222.zip,
20221215,20221221,"Winter 2023, 2022-12-22T20:50:07+00:00, version D",https://cdn.mbtace.com/archive/20221215.zip,
20221213,20221214,"Winter 2023, 2022-12-20T21:42:42+00:00, version D",https://cdn.mbtace.com/archive/20221213.zip,
20221209,20221212,"Winter 2023, 2022-12-16T17:32:20+00:00, version D",https://cdn.mbtace.com/archive/20221209.zip,
20221206,20221208,"Winter 2023, 2022-12-13T16:56:35+00:00, version D",https://cdn.mbtace.com/archive/20221206.zip,
20221201,20221205,"Fall 2022, 2022-12-08T14:19:41+00:00, version D",https://cdn.mbtace.com/archive/20221201.zip,
20221128,20221130,"Fall 2022, 2022-12-05T17:11:55+00:00, version D",https://cdn.mbtace.com/archive/20221128.zip,
20221124,20221127,"Fall 2022, 2022-12-01T19:25:40+00:00, version D",https://cdn.mbtace.com/archive/20221124.zip,
20221123,20221123,"Fall 2022, 2022-11-30T23:33:25+00:00, version D",https://cdn.mbtace.com/archive/20221123.zip,
20221121,20221122,"Fall 2022, 2022-11-28T21:42:55+00:00, version D",https://cdn.mbtace.com/archive/20221121.zip,
20221114,20221120,"Fall 2022, 2022-11-21T16:03:11+00:00, version D",https://cdn.mbtace.com/archive/20221114.zip,
20221109,20221113,"Fall 2022, 2022-11-16T22:55:15+00:00, version D",https://cdn.mbtace.com/archive/20221109.zip,
20221104,20221108,"Fall 2022, 2022-11-11T00:37:40+00:00, version D",https://cdn.mbtace.com/archive/20221104.zip,
20221029,20221103,"Fall 2022, 2022-11-05T03:12:06+00:00, version D",https://cdn.mbtace.com/archive/20221029.zip,This reverts commit 8506f060d45f2e759611b4a33121472c883605e8.
20221028,20221028,"Fall 2022, 2022-11-04T16:10:24+00:00, version D",https://cdn.mbtace.com/archive/20221028.zip,
20221021,20221027,"Fall 2022, 2022-10-28T15:09:03+00:00, version D",https://cdn.mbtace.com/archive/20221021.zip,This reverts commit 379f9926dad30a2487f01ffcdd4fc0a8599dde23.
20221020,20221020,"Fall 2022, 2022-10-27T19:21:22+00:00, version D",https://cdn.mbtace.com/archive/20221020.zip,
20221019,20221019,"Fall 2022, 2022-10-26T21:12:12+00:00, version D",https://cdn.mbtace.com/archive/20221019.zip,
20221013,20221018,"Fall 2022, 2022-10-20T16:01:16+00:00, version D",https://cdn.mbtace.com/archive/20221013.zip,
20221011,20221012,"Fall 2022, 2022-10-18T23:51:32+00:00, version D",https://cdn.mbtace.com/archive/20221011.zip,
20221007,20221010,"Fall 2022, 2022-10-14T18:44:34+00:00, version D",https://cdn.mbtace.com/archive/20221007.zip,
20221005,20221006,"Fall 2022, 2022-10-12T21:43:54+00:00, version D",https://cdn.mbtace.com/archive/20221005.zip,
20220929,20221004,"Fall 2022, 2022-10-06T19:11:54+00:00, version D",https://cdn.mbtace.com/archive/20220929.zip,
20220923,20220928,"Fall 2022, 2022-09-30T22:53:11+00:00, version D",https://cdn.mbtace.com/archive/20220923.zip,
20220922,20220922,"Fall 2022, 2022-09-29T00:24:48+00:00, version D",https://cdn.mbtace.com/archive/20220922.zip,
20220916,20220921,"Fall 2022, 2022-09-23T21:26:57+00:00, version D",https://cdn.mbtace.com/archive/20220916.zip,
20220914,20220915,"Fall 2022, 2022-09-21T22:41:28+00:00, version D",https://cdn.mbtace.com/archive/20220914.zip,
20220913,20220913,"Fall 2022, 2022-09-20T00:58:06+00:00, version D",https://cdn.mbtace.com/archive/20220913.zip,Post Orange Line surge weekday schedules for south side Commuter Rail
20220908,20220912,"Fall 2022, 2022-09-15T20:31:21+00:00, version D",https://cdn.mbtace.com/archive/20220908.zip,
20220906,20220907,"Fall 2022, 2022-09-13T20:09:17+00:00, version D",https://cdn.mbtace.com/archive/20220906.zip,
20220905,20220905,"Fall 2022, 2022-09-12T17:08:07+00:00, version D",https://cdn.mbtace.com/archive/20220905.zip,
20220901,20220904,"Fall 2022, 2022-09-08T17:20:26+00:00, version D",https://cdn.mbtace.com/archive/20220901.zip,add hastus exports; add CR-Franklin disruption; Add OL Surge replacement services for 9-12 to 9-16; remove excess replacement service ids; remove tbd service id; remove foxboro pilot inputs; remove ReplaceService that isn't ready to implement yet
20220826,20220831,"Fall 2022, 2022-09-02T21:28:36+00:00, version D",https://cdn.mbtace.com/archive/20220826.zip,
20220825,20220825,"Fall 2022, 2022-09-01T00:17:10+00:00, version D",https://cdn.mbtace.com/archive/20220825.zip,
20220823,20220824,"Fall 2022, 2022-08-30T00:20:19+00:00, version D",https://cdn.mbtace.com/archive/20220823.zip,
20220817,20220822,"Fall 2022, 2022-08-24T14:34:02+00:00, version D",https://cdn.mbtace.com/archive/20220817.zip,
20220816,20220816,"Fall 2022, 2022-08-23T00:32:01+00:00, version D",https://cdn.mbtace.com/archive/20220816.zip,Ensures that Union Square does not yet appear on the Green Line D map and stop diagram within MBTA.com. This commit shall be reverted when or shortly before Green Line D trains begin regularly servicing Union Square in mid-September.
20220812,20220815,"Summer 2022, 2022-08-19T21:38:52+00:00, version D",https://cdn.mbtace.com/archive/20220812.zip,"Makes upcoming Orange Line and Green Line shuttle bus route patterns have `route_pattern_typicality` of `1`, so that line diagrams for the routes appear on MBTA.com."
20220811,20220811,"Summer 2022, 2022-08-18T22:51:23+00:00, version D",https://cdn.mbtace.com/archive/20220811.zip,
20220810,20220810,"Summer 2022, 2022-08-17T17:00:12+00:00, version D",https://cdn.mbtace.com/archive/20220810.zip,
20220809,20220809,"Summer 2022, 2022-08-16T03:42:00+00:00, version D",https://cdn.mbtace.com/archive/20220809.zip,
20220808,20220808,"Summer 2022, 2022-08-15T04:25:45+00:00, version D",https://cdn.mbtace.com/archive/20220808.zip,
20220803,20220807,"Summer 2022, 2022-08-10T22:36:18+00:00, version D",https://cdn.mbtace.com/archive/20220803.zip,
